ATM_Name,TransactionDate,NoOfWithdrawals,TotalAmtWithdrawn,Weekday,WorkingDay,BranchID
Main Street ATM,2014-08-25,176,693200,MONDAY,W,
Genesee Street ATM,2014-08-25,105,508300,MONDAY,W,
Hollywood Aveneue ATM,2014-08-25,257,1179700,MONDAY,W,
Kingsley Street ATM,2014-08-25,137,570700,MONDAY,W,
Georgia Street ATM,2014-08-26,73,224100,TUESDAY,W,
Main Street ATM,2014-08-26,181,703000,TUESDAY,W,
Genesee Street ATM,2014-08-26,110,534800,TUESDAY,W,
Hollywood Aveneue ATM,2014-08-26,288,1431000,TUESDAY,W,
Kingsley Street ATM,2014-08-26,127,635500,TUESDAY,W,
Georgia Street ATM,2014-08-27,101,369100,WEDNESDAY,W,
Main Street ATM,2014-08-27,190,641600,WEDNESDAY,W,
Genesee Street ATM,2014-08-27,77,374600,WEDNESDAY,W,
Hollywood Aveneue ATM,2014-08-27,301,1340000,WEDNESDAY,W,
Kingsley Street ATM,2014-08-27,147,635500,WEDNESDAY,W,
Georgia Street ATM,2014-08-28,133,555400,THURSDAY,W,
Main Street ATM,2014-08-28,183,648000,THURSDAY,W,
Genesee Street ATM,2014-08-28,105,562400,THURSDAY,W,
Hollywood Aveneue ATM,2014-08-28,284,1528200,THURSDAY,W,
Kingsley Street ATM,2014-08-28,237,974000,THURSDAY,W,
Georgia Street ATM,2014-08-29,75,201000,FRIDAY,H,
Main Street ATM,2014-08-29,108,362300,FRIDAY,H,
Genesee Street ATM,2014-08-29,66,300100,FRIDAY,H,
Hollywood Aveneue ATM,2014-08-29,197,831100,FRIDAY,H,
Kingsley Street ATM,2014-08-29,112,502800,FRIDAY,H,
Georgia Street ATM,2014-08-30,73,272600,SATURDAY,H,
Main Street ATM,2014-08-30,234,942900,SATURDAY,H,
Genesee Street ATM,2014-08-30,126,841100,SATURDAY,H,
Hollywood Aveneue ATM,2014-08-30,407,1671400,SATURDAY,H,
Kingsley Street ATM,2014-08-30,269,1220000,SATURDAY,H,
Georgia Street ATM,2014-08-31,92,289700,SUNDAY,H,
Main Street ATM,2014-08-31,178,549900,SUNDAY,H,
Genesee Street ATM,2014-08-31,91,473300,SUNDAY,H,
Hollywood Aveneue ATM,2014-08-31,190,820400,SUNDAY,H,
Kingsley Street ATM,2014-08-31,186,599400,SUNDAY,H,
Georgia Street ATM,2014-09-01,140,557000,MONDAY,W,
Main Street ATM,2014-09-01,219,983000,MONDAY,W,
Genesee Street ATM,2014-09-01,99,529500,MONDAY,W,
Hollywood Aveneue ATM,2014-09-01,340,1721100,MONDAY,W,
Kingsley Street ATM,2014-09-01,215,957100,MONDAY,W,
Georgia Street ATM,2014-09-02,105,390700,TUESDAY,W,
Main Street ATM,2014-09-02,207,892500,TUESDAY,W,
Genesee Street ATM,2014-09-02,112,723500,TUESDAY,W,
Hollywood Aveneue ATM,2014-09-02,337,1856600,TUESDAY,W,
Kingsley Street ATM,2014-09-02,173,845300,TUESDAY,W,
Georgia Street ATM,2014-09-03,109,415600,WEDNESDAY,W,
Main Street ATM,2014-09-03,208,968300,WEDNESDAY,W,
Genesee Street ATM,2014-09-03,85,443000,WEDNESDAY,W,
Hollywood Aveneue ATM,2014-09-03,291,1686500,WEDNESDAY,W,
Kingsley Street ATM,2014-09-03,191,904100,WEDNESDAY,W,
Georgia Street ATM,2014-09-04,118,493500,THURSDAY,W,
Main Street ATM,2014-09-04,233,997500,THURSDAY,W,
Genesee Street ATM,2014-09-04,118,653400,THURSDAY,W,
Hollywood Aveneue ATM,2014-09-04,254,1418700,THURSDAY,W,
Kingsley Street ATM,2014-09-04,250,1212100,THURSDAY,W,
Georgia Street ATM,2014-09-05,121,437300,FRIDAY,W,
Main Street ATM,2014-09-05,226,860600,FRIDAY,W,
Genesee Street ATM,2014-09-05,106,606300,FRIDAY,W,
Hollywood Aveneue ATM,2014-09-05,255,1313200,FRIDAY,W,
Kingsley Street ATM,2014-09-05,158,778400,FRIDAY,W,
Georgia Street ATM,2014-09-06,120,360100,SATURDAY,H,
Main Street ATM,2014-09-06,226,862800,SATURDAY,H,
Genesee Street ATM,2014-09-06,107,624700,SATURDAY,H,
Hollywood Aveneue ATM,2014-09-06,329,1630900,SATURDAY,H,
Kingsley Street ATM,2014-09-06,231,1107800,SATURDAY,H,
Georgia Street ATM,2014-09-07,113,334800,SUNDAY,H,
Main Street ATM,2014-09-07,147,501400,SUNDAY,H,
Genesee Street ATM,2014-09-07,93,432800,SUNDAY,H,
Hollywood Aveneue ATM,2014-09-07,144,552000,SUNDAY,H,
Kingsley Street ATM,2014-09-07,259,921600,SUNDAY,H,
Georgia Street ATM,2014-09-08,104,362800,MONDAY,W,
Main Street ATM,2014-09-08,215,809800,MONDAY,W,
Genesee Street ATM,2014-09-08,138,763100,MONDAY,W,
Hollywood Aveneue ATM,2014-09-08,275,1416500,MONDAY,W,
Kingsley Street ATM,2014-09-08,251,1103600,MONDAY,W,
Georgia Street ATM,2014-09-09,121,481500,TUESDAY,W,
Main Street ATM,2014-09-09,221,847500,TUESDAY,W,
Genesee Street ATM,2014-09-09,108,535500,TUESDAY,W,
Hollywood Aveneue ATM,2014-09-09,276,1358200,TUESDAY,W,
Kingsley Street ATM,2014-09-09,164,668100,TUESDAY,W,
Georgia Street ATM,2014-09-10,114,438400,WEDNESDAY,W,
Main Street ATM,2014-09-10,207,871700,WEDNESDAY,W,
Genesee Street ATM,2014-09-10,134,677400,WEDNESDAY,W,
Hollywood Aveneue ATM,2014-09-10,288,1357000,WEDNESDAY,W,
Kingsley Street ATM,2014-09-10,130,622700,WEDNESDAY,W,
Georgia Street ATM,2014-09-11,126,439900,THURSDAY,W,
Main Street ATM,2014-09-11,187,667600,THURSDAY,W,
Genesee Street ATM,2014-09-11,91,417500,THURSDAY,W,
Hollywood Aveneue ATM,2014-09-11,216,968000,THURSDAY,W,
Kingsley Street ATM,2014-09-11,120,483400,THURSDAY,W,
Georgia Street ATM,2014-09-12,122,490600,FRIDAY,W,
Main Street ATM,2014-09-12,151,430600,FRIDAY,W,
Genesee Street ATM,2014-09-12,108,582400,FRIDAY,W,
Hollywood Aveneue ATM,2014-09-12,240,1264300,FRIDAY,W,
Kingsley Street ATM,2014-09-12,167,684600,FRIDAY,W,
Georgia Street ATM,2014-09-13,146,505500,SATURDAY,H,
Main Street ATM,2014-09-13,190,494100,SATURDAY,H,
Genesee Street ATM,2014-09-13,91,477500,SATURDAY,H,
Hollywood Aveneue ATM,2014-09-13,274,1308500,SATURDAY,H,
Kingsley Street ATM,2014-09-13,186,888800,SATURDAY,H,
Georgia Street ATM,2014-09-14,158,452400,SUNDAY,H,
Main Street ATM,2014-09-14,159,378800,SUNDAY,H,
Genesee Street ATM,2014-09-14,62,259800,SUNDAY,H,
Hollywood Aveneue ATM,2014-09-14,214,878700,SUNDAY,H,
Kingsley Street ATM,2014-09-14,155,569900,SUNDAY,H,
Georgia Street ATM,2014-09-15,123,336000,MONDAY,W,
Main Street ATM,2014-09-15,167,736400,MONDAY,W,
Genesee Street ATM,2014-09-15,109,535900,MONDAY,W,
Hollywood Aveneue ATM,2014-09-15,270,1300100,MONDAY,W,
Kingsley Street ATM,2014-09-15,197,844000,MONDAY,W,
Georgia Street ATM,2014-09-16,124,323100,TUESDAY,W,
Main Street ATM,2014-09-16,141,421200,TUESDAY,W,
Genesee Street ATM,2014-09-16,108,543900,TUESDAY,W,
Hollywood Aveneue ATM,2014-09-16,235,1211400,TUESDAY,W,
Kingsley Street ATM,2014-09-16,111,373800,TUESDAY,W,
Georgia Street ATM,2014-09-17,122,381300,WEDNESDAY,W,
Main Street ATM,2014-09-17,191,686500,WEDNESDAY,W,
Genesee Street ATM,2014-09-17,6,74500,WEDNESDAY,W,
Hollywood Aveneue ATM,2014-09-17,235,1010000,WEDNESDAY,W,
Kingsley Street ATM,2014-09-17,151,747300,WEDNESDAY,W,
Georgia Street ATM,2014-09-18,116,348600,THURSDAY,W,
Main Street ATM,2014-09-18,164,618700,THURSDAY,W,
Genesee Street ATM,2014-09-18,37,112100,THURSDAY,W,
Hollywood Aveneue ATM,2014-09-18,238,1062400,THURSDAY,W,
Kingsley Street ATM,2014-09-18,160,556200,THURSDAY,W,
Georgia Street ATM,2014-09-19,118,336300,FRIDAY,W,
Main Street ATM,2014-09-19,153,667200,FRIDAY,W,
Genesee Street ATM,2014-09-19,61,216200,FRIDAY,W,
Hollywood Aveneue ATM,2014-09-19,232,1034000,FRIDAY,W,
Kingsley Street ATM,2014-09-19,122,624100,FRIDAY,W,
Georgia Street ATM,2014-09-20,131,288100,SATURDAY,H,
Main Street ATM,2014-09-20,192,716500,SATURDAY,H,
Genesee Street ATM,2014-09-20,98,500100,SATURDAY,H,
Hollywood Aveneue ATM,2014-09-20,223,1119900,SATURDAY,H,
Kingsley Street ATM,2014-09-20,151,762000,SATURDAY,H,
Georgia Street ATM,2014-09-21,131,396000,SUNDAY,H,
Main Street ATM,2014-09-21,110,307300,SUNDAY,H,
Genesee Street ATM,2014-09-21,72,321000,SUNDAY,H,
Hollywood Aveneue ATM,2014-09-21,142,571800,SUNDAY,H,
Kingsley Street ATM,2014-09-21,75,169600,SUNDAY,H,
Georgia Street ATM,2014-09-22,50,146000,MONDAY,W,
Main Street ATM,2014-09-22,143,473200,MONDAY,W,
Genesee Street ATM,2014-09-22,97,519200,MONDAY,W,
Hollywood Aveneue ATM,2014-09-22,218,951400,MONDAY,W,
Kingsley Street ATM,2014-09-22,144,497000,MONDAY,W,
Georgia Street ATM,2014-09-23,142,514800,TUESDAY,W,
Main Street ATM,2014-09-23,124,547300,TUESDAY,W,
Genesee Street ATM,2014-09-23,25,37700,TUESDAY,W,
Hollywood Aveneue ATM,2014-09-23,216,1020100,TUESDAY,W,
Kingsley Street ATM,2014-09-23,97,384400,TUESDAY,W,
Georgia Street ATM,2014-09-24,123,367800,WEDNESDAY,W,
Main Street ATM,2014-09-24,213,815100,WEDNESDAY,W,
Genesee Street ATM,2014-09-24,78,424200,WEDNESDAY,W,
Hollywood Aveneue ATM,2014-09-24,229,1078700,WEDNESDAY,W,
Kingsley Street ATM,2014-09-24,103,394100,WEDNESDAY,W,
Georgia Street ATM,2014-09-25,113,275500,THURSDAY,W,
Main Street ATM,2014-09-25,214,758300,THURSDAY,W,
Genesee Street ATM,2014-09-25,75,465200,THURSDAY,W,
Hollywood Aveneue ATM,2014-09-25,286,1362600,THURSDAY,W,
Kingsley Street ATM,2014-09-25,113,405800,THURSDAY,W,
Georgia Street ATM,2014-09-26,106,408800,FRIDAY,W,
Main Street ATM,2014-09-26,196,591300,FRIDAY,W,
Genesee Street ATM,2014-09-26,109,439400,FRIDAY,W,
Hollywood Aveneue ATM,2014-09-26,287,1250400,FRIDAY,W,
Kingsley Street ATM,2014-09-26,99,348100,FRIDAY,W,
Georgia Street ATM,2014-09-27,152,409000,SATURDAY,H,
Main Street ATM,2014-09-27,137,462000,SATURDAY,H,
Genesee Street ATM,2014-09-27,76,273500,SATURDAY,H,
Hollywood Aveneue ATM,2014-09-27,149,629100,SATURDAY,H,
Kingsley Street ATM,2014-09-27,124,514900,SATURDAY,H,
Georgia Street ATM,2014-09-28,58,212400,SUNDAY,H,
Main Street ATM,2014-09-28,161,449700,SUNDAY,H,
Genesee Street ATM,2014-09-28,82,188900,SUNDAY,H,
Hollywood Aveneue ATM,2014-09-28,198,587100,SUNDAY,H,
Kingsley Street ATM,2014-09-28,223,823700,SUNDAY,H,
Georgia Street ATM,2014-09-29,43,125200,MONDAY,W,
Main Street ATM,2014-09-29,271,960400,MONDAY,W,
Genesee Street ATM,2014-09-29,53,153700,MONDAY,W,
Hollywood Aveneue ATM,2014-09-29,277,1266400,MONDAY,W,
Kingsley Street ATM,2014-09-29,265,1123200,MONDAY,W,
Georgia Street ATM,2014-09-30,115,467000,TUESDAY,W,
Main Street ATM,2014-09-30,240,1141800,TUESDAY,W,
Genesee Street ATM,2014-09-30,119,501500,TUESDAY,W,
Hollywood Aveneue ATM,2014-09-30,341,1629700,TUESDAY,W,
Kingsley Street ATM,2014-09-30,265,1065000,TUESDAY,W,
Georgia Street ATM,2014-10-01,164,671600,WEDNESDAY,W,
Main Street ATM,2014-10-01,246,1141300,WEDNESDAY,W,
Genesee Street ATM,2014-10-01,40,211700,WEDNESDAY,W,
Hollywood Aveneue ATM,2014-10-01,480,2549800,WEDNESDAY,W,
Kingsley Street ATM,2014-10-01,266,1314700,WEDNESDAY,W,
Georgia Street ATM,2014-10-02,52,134200,THURSDAY,H,
Main Street ATM,2014-10-02,210,899300,THURSDAY,H,
Hollywood Aveneue ATM,2014-10-02,318,1345300,THURSDAY,H,
Kingsley Street ATM,2014-10-02,209,906200,THURSDAY,H,
Georgia Street ATM,2014-10-03,2,200,FRIDAY,H,
Main Street ATM,2014-10-03,152,677500,FRIDAY,H,
Hollywood Aveneue ATM,2014-10-03,414,1827900,FRIDAY,H,
Kingsley Street ATM,2014-10-03,18,81300,FRIDAY,H,
Georgia Street ATM,2014-10-04,49,190500,SATURDAY,H,
Main Street ATM,2014-10-04,249,974500,SATURDAY,H,
Genesee Street ATM,2014-10-04,50,304300,SATURDAY,H,
Hollywood Aveneue ATM,2014-10-04,469,2004700,SATURDAY,H,
Kingsley Street ATM,2014-10-04,156,764900,SATURDAY,H,
Georgia Street ATM,2014-10-05,59,220800,SUNDAY,H,
Main Street ATM,2014-10-05,188,631300,SUNDAY,H,
Genesee Street ATM,2014-10-05,128,602700,SUNDAY,H,
Hollywood Aveneue ATM,2014-10-05,238,867600,SUNDAY,H,
Kingsley Street ATM,2014-10-05,203,831600,SUNDAY,H,
Main Street ATM,2014-10-06,149,589700,MONDAY,W,
Genesee Street ATM,2014-10-06,77,322900,MONDAY,W,
Hollywood Aveneue ATM,2014-10-06,302,1424100,MONDAY,W,
Kingsley Street ATM,2014-10-06,221,947500,MONDAY,W,
Georgia Street ATM,2014-10-07,89,291600,TUESDAY,W,
Main Street ATM,2014-10-07,191,916300,TUESDAY,W,
Genesee Street ATM,2014-10-07,100,375000,TUESDAY,W,
Hollywood Aveneue ATM,2014-10-07,367,1927200,TUESDAY,W,
Kingsley Street ATM,2014-10-07,290,1391800,TUESDAY,W,
Georgia Street ATM,2014-10-08,146,564600,WEDNESDAY,W,
Main Street ATM,2014-10-08,229,899500,WEDNESDAY,W,
Genesee Street ATM,2014-10-08,139,813700,WEDNESDAY,W,
Hollywood Aveneue ATM,2014-10-08,286,1688800,WEDNESDAY,W,
Kingsley Street ATM,2014-10-08,340,1699000,WEDNESDAY,W,
Georgia Street ATM,2014-10-09,133,501200,THURSDAY,W,
Main Street ATM,2014-10-09,196,806400,THURSDAY,W,
Genesee Street ATM,2014-10-09,122,603100,THURSDAY,W,
Hollywood Aveneue ATM,2014-10-09,274,1293100,THURSDAY,W,
Kingsley Street ATM,2014-10-09,266,1194100,THURSDAY,W,
Georgia Street ATM,2014-10-10,120,447900,FRIDAY,W,
Main Street ATM,2014-10-10,198,734400,FRIDAY,W,
Genesee Street ATM,2014-10-10,134,668100,FRIDAY,W,
Hollywood Aveneue ATM,2014-10-10,270,1287200,FRIDAY,W,
Kingsley Street ATM,2014-10-10,274,1205800,FRIDAY,W,
Georgia Street ATM,2014-10-11,109,288600,SATURDAY,H,
Main Street ATM,2014-10-11,239,818600,SATURDAY,H,
Genesee Street ATM,2014-10-11,110,657700,SATURDAY,H,
Hollywood Aveneue ATM,2014-10-11,290,1517600,SATURDAY,H,
Kingsley Street ATM,2014-10-11,247,1339400,SATURDAY,H,
Georgia Street ATM,2014-10-12,172,533200,SUNDAY,H,
Main Street ATM,2014-10-12,199,597400,SUNDAY,H,
Genesee Street ATM,2014-10-12,1,500,SUNDAY,H,
Hollywood Aveneue ATM,2014-10-12,250,1164300,SUNDAY,H,
Kingsley Street ATM,2014-10-12,125,405200,SUNDAY,H,
Georgia Street ATM,2014-10-13,105,314800,MONDAY,W,
Main Street ATM,2014-10-13,191,917200,MONDAY,W,
Genesee Street ATM,2014-10-13,64,264700,MONDAY,W,
Hollywood Aveneue ATM,2014-10-13,303,1543500,MONDAY,W,
Kingsley Street ATM,2014-10-13,199,874400,MONDAY,W,
Georgia Street ATM,2014-10-14,108,456400,TUESDAY,W,
Main Street ATM,2014-10-14,166,591700,TUESDAY,W,
Genesee Street ATM,2014-10-14,87,574300,TUESDAY,W,
Hollywood Aveneue ATM,2014-10-14,253,1132700,TUESDAY,W,
Kingsley Street ATM,2014-10-14,108,587400,TUESDAY,W,
Georgia Street ATM,2014-10-15,107,259900,WEDNESDAY,W,
Main Street ATM,2014-10-15,200,778400,WEDNESDAY,W,
Genesee Street ATM,2014-10-15,79,457900,WEDNESDAY,W,
Hollywood Aveneue ATM,2014-10-15,321,1503800,WEDNESDAY,W,
Kingsley Street ATM,2014-10-15,107,518800,WEDNESDAY,W,
Georgia Street ATM,2014-10-16,121,520500,THURSDAY,W,
Main Street ATM,2014-10-16,167,663500,THURSDAY,W,
Genesee Street ATM,2014-10-16,124,688100,THURSDAY,W,
Hollywood Aveneue ATM,2014-10-16,298,1366300,THURSDAY,W,
Kingsley Street ATM,2014-10-16,134,660300,THURSDAY,W,
Georgia Street ATM,2014-10-17,142,494200,FRIDAY,W,
Main Street ATM,2014-10-17,130,462400,FRIDAY,W,
Genesee Street ATM,2014-10-17,73,299300,FRIDAY,W,
Hollywood Aveneue ATM,2014-10-17,263,1155300,FRIDAY,W,
Kingsley Street ATM,2014-10-17,189,824600,FRIDAY,W,
Georgia Street ATM,2014-10-18,123,407300,SATURDAY,H,
Main Street ATM,2014-10-18,162,489000,SATURDAY,H,
Genesee Street ATM,2014-10-18,98,519500,SATURDAY,H,
Hollywood Aveneue ATM,2014-10-18,263,1081000,SATURDAY,H,
Kingsley Street ATM,2014-10-18,235,1203400,SATURDAY,H,
Georgia Street ATM,2014-10-19,153,529100,SUNDAY,H,
Main Street ATM,2014-10-19,3,24000,SUNDAY,H,
Genesee Street ATM,2014-10-19,93,358700,SUNDAY,H,
Hollywood Aveneue ATM,2014-10-19,265,1099100,SUNDAY,H,
Kingsley Street ATM,2014-10-19,166,680100,SUNDAY,H,
Georgia Street ATM,2014-10-20,105,405300,MONDAY,W,
Main Street ATM,2014-10-20,216,663100,MONDAY,W,
Genesee Street ATM,2014-10-20,115,630100,MONDAY,W,
Hollywood Aveneue ATM,2014-10-20,351,1617400,MONDAY,W,
Kingsley Street ATM,2014-10-20,261,1235000,MONDAY,W,
Georgia Street ATM,2014-10-21,115,507000,TUESDAY,W,
Main Street ATM,2014-10-21,181,645800,TUESDAY,W,
Genesee Street ATM,2014-10-21,135,629000,TUESDAY,W,
Hollywood Aveneue ATM,2014-10-21,490,1502600,TUESDAY,W,
Kingsley Street ATM,2014-10-21,262,1203800,TUESDAY,W,
Georgia Street ATM,2014-10-22,155,529000,WEDNESDAY,H,
Main Street ATM,2014-10-22,67,245800,WEDNESDAY,H,
Genesee Street ATM,2014-10-22,47,97400,WEDNESDAY,H,
Hollywood Aveneue ATM,2014-10-22,78,230700,WEDNESDAY,H,
Kingsley Street ATM,2014-10-22,123,356700,WEDNESDAY,H,
Georgia Street ATM,2014-10-23,141,367200,THURSDAY,W,
Main Street ATM,2014-10-23,83,266100,THURSDAY,W,
Genesee Street ATM,2014-10-23,60,330300,THURSDAY,W,
Hollywood Aveneue ATM,2014-10-23,242,1041600,THURSDAY,W,
Kingsley Street ATM,2014-10-23,115,540600,THURSDAY,W,
Georgia Street ATM,2014-10-24,104,295100,FRIDAY,W,
Main Street ATM,2014-10-24,109,434700,FRIDAY,W,
Genesee Street ATM,2014-10-24,67,308900,FRIDAY,W,
Hollywood Aveneue ATM,2014-10-24,207,986800,FRIDAY,W,
Kingsley Street ATM,2014-10-24,181,648900,FRIDAY,W,
Georgia Street ATM,2014-10-25,109,283200,SATURDAY,H,
Main Street ATM,2014-10-25,151,567800,SATURDAY,H,
Genesee Street ATM,2014-10-25,89,444800,SATURDAY,H,
Hollywood Aveneue ATM,2014-10-25,310,1241300,SATURDAY,H,
Kingsley Street ATM,2014-10-25,178,767500,SATURDAY,H,
Georgia Street ATM,2014-10-26,101,408100,SUNDAY,H,
Main Street ATM,2014-10-26,89,261000,SUNDAY,H,
Genesee Street ATM,2014-10-26,81,334900,SUNDAY,H,
Hollywood Aveneue ATM,2014-10-26,150,559700,SUNDAY,H,
Kingsley Street ATM,2014-10-26,153,531400,SUNDAY,H,
Georgia Street ATM,2014-10-27,102,454500,MONDAY,W,
Main Street ATM,2014-10-27,143,542600,MONDAY,W,
Genesee Street ATM,2014-10-27,94,427900,MONDAY,W,
Hollywood Aveneue ATM,2014-10-27,280,1434600,MONDAY,W,
Kingsley Street ATM,2014-10-27,126,537900,MONDAY,W,
Georgia Street ATM,2014-10-28,77,262200,TUESDAY,W,
Main Street ATM,2014-10-28,149,522200,TUESDAY,W,
Genesee Street ATM,2014-10-28,120,614900,TUESDAY,W,
Hollywood Aveneue ATM,2014-10-28,219,967500,TUESDAY,W,
Kingsley Street ATM,2014-10-28,114,333500,TUESDAY,W,
Georgia Street ATM,2014-10-29,76,277500,WEDNESDAY,W,
Main Street ATM,2014-10-29,129,683800,WEDNESDAY,W,
Genesee Street ATM,2014-10-29,91,436000,WEDNESDAY,W,
Hollywood Aveneue ATM,2014-10-29,239,1281600,WEDNESDAY,W,
Kingsley Street ATM,2014-10-29,110,481600,WEDNESDAY,W,
Georgia Street ATM,2014-10-30,98,337800,THURSDAY,W,
Main Street ATM,2014-10-30,152,546700,THURSDAY,W,
Genesee Street ATM,2014-10-30,97,443400,THURSDAY,W,
Hollywood Aveneue ATM,2014-10-30,221,918500,THURSDAY,W,
Kingsley Street ATM,2014-10-30,117,465100,THURSDAY,W,
Georgia Street ATM,2014-10-31,129,527700,FRIDAY,W,
Main Street ATM,2014-10-31,179,816700,FRIDAY,W,
Genesee Street ATM,2014-10-31,99,433700,FRIDAY,W,
Hollywood Aveneue ATM,2014-10-31,210,1288800,FRIDAY,W,
Kingsley Street ATM,2014-10-31,104,510900,FRIDAY,W,
Georgia Street ATM,2014-11-01,141,506900,SATURDAY,H,
Main Street ATM,2014-11-01,268,1205400,SATURDAY,H,
Genesee Street ATM,2014-11-01,127,781400,SATURDAY,H,
Hollywood Aveneue ATM,2014-11-01,296,1529800,SATURDAY,H,
Kingsley Street ATM,2014-11-01,178,800000,SATURDAY,H,
Georgia Street ATM,2014-11-02,161,660500,SUNDAY,H,
Main Street ATM,2014-11-02,143,776500,SUNDAY,H,
Genesee Street ATM,2014-11-02,87,469100,SUNDAY,H,
Hollywood Aveneue ATM,2014-11-02,133,703100,SUNDAY,H,
Kingsley Street ATM,2014-11-02,172,888700,SUNDAY,H,
Georgia Street ATM,2014-11-03,103,469700,MONDAY,W,
Main Street ATM,2014-11-03,153,690200,MONDAY,W,
Genesee Street ATM,2014-11-03,109,629700,MONDAY,W,
Hollywood Aveneue ATM,2014-11-03,132,656900,MONDAY,W,
Kingsley Street ATM,2014-11-03,271,1178000,MONDAY,W,
Georgia Street ATM,2014-11-04,3,1600,TUESDAY,H,
Main Street ATM,2014-11-04,159,705000,TUESDAY,H,
Genesee Street ATM,2014-11-04,96,534000,TUESDAY,H,
Hollywood Aveneue ATM,2014-11-04,288,1458100,TUESDAY,H,
Kingsley Street ATM,2014-11-04,142,592700,TUESDAY,H,
Georgia Street ATM,2014-11-05,51,170400,WEDNESDAY,W,
Main Street ATM,2014-11-05,207,1073900,WEDNESDAY,W,
Genesee Street ATM,2014-11-05,111,576800,WEDNESDAY,W,
Hollywood Aveneue ATM,2014-11-05,249,1529900,WEDNESDAY,W,
Kingsley Street ATM,2014-11-05,194,929900,WEDNESDAY,W,
Georgia Street ATM,2014-11-06,75,319500,THURSDAY,W,
Main Street ATM,2014-11-06,161,700400,THURSDAY,W,
Genesee Street ATM,2014-11-06,97,487100,THURSDAY,W,
Hollywood Aveneue ATM,2014-11-06,264,1497600,THURSDAY,W,
Kingsley Street ATM,2014-11-06,164,804800,THURSDAY,W,
Georgia Street ATM,2014-11-07,103,384400,FRIDAY,W,
Main Street ATM,2014-11-07,153,619700,FRIDAY,W,
Genesee Street ATM,2014-11-07,104,521100,FRIDAY,W,
Hollywood Aveneue ATM,2014-11-07,188,1076400,FRIDAY,W,
Kingsley Street ATM,2014-11-07,158,786200,FRIDAY,W,
Georgia Street ATM,2014-11-08,127,442400,SATURDAY,H,
Main Street ATM,2014-11-08,194,770600,SATURDAY,H,
Genesee Street ATM,2014-11-08,112,691300,SATURDAY,H,
Hollywood Aveneue ATM,2014-11-08,254,1256600,SATURDAY,H,
Kingsley Street ATM,2014-11-08,262,1292800,SATURDAY,H,
Georgia Street ATM,2014-11-09,139,533300,SUNDAY,H,
Main Street ATM,2014-11-09,153,681800,SUNDAY,H,
Hollywood Aveneue ATM,2014-11-09,144,558700,SUNDAY,H,
Kingsley Street ATM,2014-11-09,82,311500,SUNDAY,H,
Georgia Street ATM,2014-11-10,104,395600,MONDAY,W,
Main Street ATM,2014-11-10,203,1161500,MONDAY,W,
Genesee Street ATM,2014-11-10,119,794800,MONDAY,W,
Hollywood Aveneue ATM,2014-11-10,254,1129500,MONDAY,W,
Kingsley Street ATM,2014-11-10,184,780000,MONDAY,W,
Georgia Street ATM,2014-11-11,98,340200,TUESDAY,W,
Main Street ATM,2014-11-11,152,781900,TUESDAY,W,
Genesee Street ATM,2014-11-11,128,724800,TUESDAY,W,
Hollywood Aveneue ATM,2014-11-11,230,1027200,TUESDAY,W,
Kingsley Street ATM,2014-11-11,193,987100,TUESDAY,W,
Georgia Street ATM,2014-11-12,109,275700,WEDNESDAY,W,
Main Street ATM,2014-11-12,155,674200,WEDNESDAY,W,
Genesee Street ATM,2014-11-12,61,257500,WEDNESDAY,W,
Hollywood Aveneue ATM,2014-11-12,214,1214900,WEDNESDAY,W,
Kingsley Street ATM,2014-11-12,183,856000,WEDNESDAY,W,
Georgia Street ATM,2014-11-13,94,443700,THURSDAY,W,
Main Street ATM,2014-11-13,146,502300,THURSDAY,W,
Genesee Street ATM,2014-11-13,88,402800,THURSDAY,W,
Hollywood Aveneue ATM,2014-11-13,207,1005900,THURSDAY,W,
Kingsley Street ATM,2014-11-13,122,623800,THURSDAY,W,
Georgia Street ATM,2014-11-14,112,340800,FRIDAY,W,
Main Street ATM,2014-11-14,121,463900,FRIDAY,W,
Genesee Street ATM,2014-11-14,90,435800,FRIDAY,W,
Hollywood Aveneue ATM,2014-11-14,204,902600,FRIDAY,W,
Kingsley Street ATM,2014-11-14,108,486200,FRIDAY,W,
Georgia Street ATM,2014-11-15,136,529500,SATURDAY,H,
Main Street ATM,2014-11-15,149,495000,SATURDAY,H,
Genesee Street ATM,2014-11-15,109,477800,SATURDAY,H,
Hollywood Aveneue ATM,2014-11-15,244,1074800,SATURDAY,H,
Kingsley Street ATM,2014-11-15,132,710700,SATURDAY,H,
Georgia Street ATM,2014-11-16,131,368600,SUNDAY,H,
Main Street ATM,2014-11-16,104,270300,SUNDAY,H,
Genesee Street ATM,2014-11-16,107,375000,SUNDAY,H,
Hollywood Aveneue ATM,2014-11-16,125,440400,SUNDAY,H,
Kingsley Street ATM,2014-11-16,120,416300,SUNDAY,H,
Georgia Street ATM,2014-11-17,102,316800,MONDAY,W,
Main Street ATM,2014-11-17,134,468000,MONDAY,W,
Genesee Street ATM,2014-11-17,113,491200,MONDAY,W,
Hollywood Aveneue ATM,2014-11-17,235,860700,MONDAY,W,
Kingsley Street ATM,2014-11-17,177,690500,MONDAY,W,
Georgia Street ATM,2014-11-18,111,367900,TUESDAY,W,
Main Street ATM,2014-11-18,146,498800,TUESDAY,W,
Genesee Street ATM,2014-11-18,70,317700,TUESDAY,W,
